exchange_id,request_date,from_hospital_id,to_hospital_id,medicine_id,quantity_units,priority,status,distance_km,estimated_lead_days,same_province,reason,involves_demo
EX-00466,2026-02-03,HOSP-LB-003,HOSP-KP-001,MED-008,156,High,In_Transit,493.1,7,0,Surgical camp,0
EX-00467,2026-04-07,HOSP-BG-019,HOSP-KR-003,MED-057,55,Normal,Completed,272.7,3,0,Chemo cycle demand,0
EX-00468,2026-05-31,HOSP-SP-003,HOSP-GD-002,MED-021,29,Normal,Completed,272.7,5,0,Near-expiry redistribution,0
EX-00469,2026-03-05,HOSP-BG-019,HOSP-SP-004,MED-063,204,Normal,Completed,495.0,8,0,Outbreak response,0
EX-00470,2025-12-16,HOSP-BG-016,HOSP-GD-005,MED-046,5,High,Completed,136.6,3,0,Monsoon surge,0
EX-00471,2026-05-05,DEMO-07,HOSP-LB-003,MED-002,71,Normal,Completed,148.4,2,0,Chemo cycle demand,1
EX-00472,2026-06-08,DEMO-08,DEMO-05,MED-065,5,High,Completed,353.6,6,0,Routine balancing,1
EX-00473,2026-02-17,HOSP-SP-003,DEMO-05,MED-072,5,Normal,Completed,452.2,5,0,Near-expiry redistribution,1
EX-00474,2026-02-20,HOSP-GD-005,DEMO-04,MED-026,56,Normal,Completed,143.1,3,0,Outbreak response,1
EX-00475,2026-05-14,DEMO-08,DEMO-05,MED-066,5,High,Completed,353.6,5,0,Emergency case load,1
EX-00476,2026-05-11,DEMO-02,DEMO-05,MED-014,182,Normal,In_Transit,5.2,1,1,Low stock,1
EX-00477,2026-04-19,DEMO-07,DEMO-03,MED-001,117,Normal,Approved,153.7,1,0,Emergency case load,1
EX-00479,2026-03-29,DEMO-02,HOSP-LB-003,MED-053,48,High,Completed,281.6,5,0,Near-expiry redistribution,1
EX-00480,2026-05-07,DEMO-03,DEMO-02,MED-025,77,Normal,Rejected,11.9,1,1,Outbreak response,1
EX-00481,2026-03-01,HOSP-GD-004,HOSP-KR-001,MED-028,5,High,Completed,256.4,5,0,Routine balancing,0
EX-00482,2026-01-09,DEMO-06,DEMO-07,MED-022,126,Emergency,Completed,378.9,4,0,Postpartum hemorrhage kit,1
EX-00484,2026-01-07,DEMO-05,DEMO-01,MED-032,96,Normal,Completed,1.8,1,1,Pediatric surge,1
EX-00485,2026-05-06,HOSP-BG-011,HOSP-BG-019,MED-027,85,Normal,Requested,5.3,1,1,Monsoon surge,0
EX-00486,2026-03-27,DEMO-07,DEMO-05,MED-062,117,High,Approved,143.2,2,0,Surgical camp,1
EX-00487,2026-04-10,DEMO-04,DEMO-03,MED-020,162,Emergency,Completed,11.9,2,1,Surgical camp,1
EX-00488,2026-05-28,DEMO-08,DEMO-06,MED-023,55,Emergency,In_Transit,590.4,9,0,Monsoon surge,1
EX-00489,2026-04-02,DEMO-06,HOSP-SP-003,MED-058,67,Normal,Completed,688.3,10,0,Pediatric surge,1
EX-00490,2026-03-10,DEMO-08,HOSP-LB-002,MED-066,5,High,Completed,146.9,3,0,Monsoon surge,1
EX-00491,2026-01-18,DEMO-02,DEMO-01,MED-042,50,Emergency,In_Transit,3.8,2,1,Pediatric surge,1
EX-00492,2026-03-27,HOSP-GD-003,HOSP-KR-001,MED-017,5,Emergency,Completed,302.8,5,0,Postpartum hemorrhage kit,0
EX-00493,2026-05-15,HOSP-BG-013,HOSP-BG-016,MED-002,60,High,Rejected,39.1,2,1,Pediatric surge,0
EX-00494,2026-01-05,DEMO-02,HOSP-BG-014,MED-039,215,Normal,Completed,5.1,1,1,Emergency case load,1
EX-00495,2026-06-13,HOSP-SP-003,HOSP-SP-001,MED-042,5,Emergency,In_Transit,111.4,3,1,Monsoon surge,0
EX-00496,2026-05-01,DEMO-08,DEMO-03,MED-058,5,Normal,In_Transit,363.7,6,0,Emergency case load,1
EX-00497,2026-05-23,HOSP-LB-004,HOSP-SP-001,MED-028,14,High,Requested,229.4,4,0,Emergency case load,0
EX-00499,2025-12-16,DEMO-08,DEMO-04,MED-058,5,High,Completed,351.9,4,0,Pediatric surge,1
EX-00500,2026-03-06,DEMO-05,DEMO-02,MED-072,229,High,Completed,5.2,1,1,Near-expiry redistribution,1
