snapshot_date,batch_id,hospital_id,medicine_id,quantity_units,unit,unit_cost_npr,received_date,expiry_date,days_to_expiry,reorder_level,avg_daily_use,days_of_cover,stock_status,supplier,storage_condition
2026-06-30,BATCH-002412,HOSP-BG-019,MED-007,1343,tablet,40.0,2024-12-10,2026-07-10,10,357,35.726,37.59,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-002413,HOSP-BG-019,MED-008,1012,tablet,8.0,2026-05-30,2029-02-21,967,434,43.464,23.28,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002414,HOSP-BG-019,MED-008,1124,tablet,8.0,2025-06-25,2027-02-03,218,434,43.464,25.86,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002415,HOSP-BG-019,MED-009,446,vial,85.0,2026-05-11,2027-07-05,370,357,35.75,12.48,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002416,HOSP-BG-019,MED-009,374,vial,85.0,2026-02-27,2027-02-02,217,357,35.75,10.46,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002417,HOSP-BG-019,MED-010,989,tablet,2.0,2026-06-02,2029-04-17,1022,427,42.726,23.15,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002418,HOSP-BG-019,MED-010,1009,tablet,2.0,2024-03-07,2027-01-05,189,427,42.726,23.62,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002419,HOSP-BG-019,MED-011,4876,sachet,8.0,2026-05-25,2029-01-05,920,1123,112.393,43.38,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002420,HOSP-BG-019,MED-012,897,tablet,1.2,2024-09-18,2027-03-09,252,518,51.845,17.3,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002421,HOSP-BG-019,MED-012,367,tablet,1.2,2024-03-06,2026-09-27,89,518,51.845,7.08,LOW_AND_NEAR_EXPIRY,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002422,HOSP-BG-019,MED-012,1075,tablet,1.2,2026-05-22,2028-10-15,838,518,51.845,20.73,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002423,HOSP-BG-019,MED-013,318,bag,55.0,2025-08-11,2026-08-28,59,463,46.345,6.86,LOW_AND_NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-002424,HOSP-BG-019,MED-013,102,bag,55.0,2025-09-14,2027-04-18,292,463,46.345,2.2,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-002425,HOSP-BG-019,MED-013,262,bag,55.0,2025-10-02,2027-08-13,409,463,46.345,5.65,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-002426,HOSP-BG-019,MED-014,3246,bag,45.0,2026-05-21,2028-05-06,676,659,65.905,49.25,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002427,HOSP-BG-019,MED-015,147,bag,48.0,2026-02-25,2027-11-02,490,348,34.881,4.21,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-002428,HOSP-BG-019,MED-015,150,bag,48.0,2026-06-25,2028-03-12,621,348,34.881,4.3,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002429,HOSP-BG-019,MED-015,222,bag,48.0,2026-05-29,2028-02-20,600,348,34.881,6.36,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-002430,HOSP-BG-019,MED-016,138,tablet,15.0,2026-01-06,2027-06-01,336,104,10.452,13.2,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002431,HOSP-BG-019,MED-016,284,tablet,15.0,2026-04-19,2027-11-29,517,104,10.452,27.17,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002432,HOSP-BG-019,MED-017,63,tablet,1.8,2026-03-07,2028-11-09,863,28,2.845,22.14,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002433,HOSP-BG-019,MED-017,29,tablet,1.8,2026-06-06,2028-11-30,884,28,2.845,10.19,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002434,HOSP-BG-019,MED-017,35,tablet,1.8,2026-05-22,2028-09-01,794,28,2.845,12.3,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002435,HOSP-BG-019,MED-018,381,unit,180.0,2026-06-27,2028-05-17,687,93,9.393,40.56,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002436,HOSP-BG-019,MED-019,214,ampoule,30.0,2025-08-25,2027-07-07,372,182,18.238,11.73,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002437,HOSP-BG-019,MED-019,334,ampoule,30.0,2026-05-24,2028-03-27,636,182,18.238,18.31,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002438,HOSP-BG-019,MED-020,204,bottle,55.0,2025-08-18,2027-07-22,387,166,16.69,12.22,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002439,HOSP-BG-019,MED-020,382,bottle,55.0,2026-06-28,2027-06-14,349,166,16.69,22.89,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002440,HOSP-BG-019,MED-021,1559,tablet,1.0,2024-09-16,2026-08-08,39,522,52.262,29.83,NEAR_EXPIRY,DoDA Logistics,Ambient
2026-06-30,BATCH-002441,HOSP-BG-019,MED-022,141,tablet,2.5,2025-11-17,2028-06-22,723,331,33.119,4.26,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-002442,HOSP-BG-019,MED-022,154,tablet,2.5,2026-06-19,2028-12-18,902,331,33.119,4.65,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002443,HOSP-BG-019,MED-022,203,tablet,2.5,2024-04-16,2026-10-01,93,331,33.119,6.13,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-002444,HOSP-BG-019,MED-023,322,tablet,1.5,2023-11-16,2026-09-22,84,499,49.929,6.45,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-002445,HOSP-BG-019,MED-023,165,tablet,1.5,2025-12-24,2027-09-19,446,499,49.929,3.3,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-002446,HOSP-BG-019,MED-023,229,tablet,1.5,2026-05-18,2028-04-14,654,499,49.929,4.59,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002447,HOSP-BG-019,MED-024,274,vial,450.0,2025-09-12,2027-07-07,372,101,10.119,27.08,OK,Kanti Central Store,Cold_Chain
2026-06-30,BATCH-002448,HOSP-BG-019,MED-024,241,vial,450.0,2026-06-11,2028-01-27,576,101,10.119,23.82,OK,UNICEF Supply,Cold_Chain
2026-06-30,BATCH-002449,HOSP-BG-019,MED-025,274,tablet,3.0,2026-05-08,2028-07-28,759,310,31.083,8.82,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-002450,HOSP-BG-019,MED-025,149,tablet,3.0,2025-01-11,2027-06-10,345,310,31.083,4.79,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002451,HOSP-BG-019,MED-025,377,tablet,3.0,2025-12-08,2028-01-02,551,310,31.083,12.13,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002452,HOSP-BG-019,MED-026,1141,tablet,0.8,2026-06-03,2028-07-10,741,473,47.321,24.11,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002453,HOSP-BG-019,MED-027,2041,capsule,2.0,2026-06-16,2029-04-27,1032,615,61.583,33.14,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002454,HOSP-BG-019,MED-028,120,tablet,6.0,2025-10-13,2027-12-12,530,290,29.071,4.13,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-002455,HOSP-BG-019,MED-028,324,tablet,6.0,2025-01-24,2027-11-30,518,290,29.071,11.14,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002456,HOSP-BG-019,MED-029,239,tablet,1.5,2026-06-23,2028-11-10,864,163,16.333,14.63,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002457,HOSP-BG-019,MED-029,553,tablet,1.5,2026-06-08,2028-06-02,703,163,16.333,33.86,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002458,HOSP-BG-019,MED-030,227,bottle_100ml,85.0,2025-12-30,2028-02-14,594,153,15.369,14.77,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002459,HOSP-BG-019,MED-030,452,bottle_100ml,85.0,2025-01-24,2026-08-30,61,153,15.369,29.41,NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-002460,HOSP-BG-019,MED-031,4846,pair,25.0,2023-02-05,2026-12-26,179,1121,112.107,43.23,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002461,HOSP-BG-019,MED-032,5515,piece,5.0,2026-05-03,2031-01-13,1658,1149,114.929,47.99,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002462,HOSP-BG-019,MED-033,1763,piece,35.0,2024-02-06,2026-10-23,115,434,43.417,40.61,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002463,HOSP-BG-019,MED-034,48,vial,25.0,2026-03-28,2027-06-21,356,65,6.524,7.36,LOW_STOCK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-002464,HOSP-BG-019,MED-034,51,vial,25.0,2025-12-11,2027-05-04,308,65,6.524,7.82,LOW_STOCK,BPKMCH Pharmacy Store,Cold_Chain
2026-06-30,BATCH-002465,HOSP-BG-019,MED-035,41,vial,350.0,2025-04-06,2027-01-03,187,30,3.095,13.25,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-002466,HOSP-BG-019,MED-035,102,vial,350.0,2026-05-24,2028-05-27,697,30,3.095,32.95,OK,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-002467,HOSP-BG-019,MED-036,1360,tablet,0.5,2026-06-15,2028-06-02,703,509,50.964,26.69,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002468,HOSP-BG-019,MED-036,1137,tablet,0.5,2026-05-27,2027-03-19,262,509,50.964,22.31,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002469,HOSP-BG-019,MED-037,79,tablet,8.0,2024-07-12,2027-06-21,356,102,10.214,7.73,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002470,HOSP-BG-019,MED-037,139,tablet,8.0,2024-04-23,2026-10-26,118,102,10.214,13.61,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002471,HOSP-BG-019,MED-038,758,ampoule,12.0,2026-06-28,2027-09-20,447,154,15.452,49.05,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002472,HOSP-BG-019,MED-039,122,ampoule,10.0,2025-08-19,2028-01-12,561,128,12.845,9.5,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002473,HOSP-BG-019,MED-039,43,ampoule,10.0,2024-07-05,2027-05-12,316,128,12.845,3.35,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-002474,HOSP-BG-019,MED-039,75,ampoule,10.0,2025-10-30,2028-01-04,553,128,12.845,5.84,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002475,HOSP-BG-019,MED-040,202,ampoule,28.0,2024-12-07,2026-09-08,70,96,9.643,20.95,NEAR_EXPIRY,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002476,HOSP-BG-019,MED-041,18,vial,180.0,2025-10-27,2027-09-16,443,10,1.0,18.0,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002477,HOSP-BG-019,MED-042,10,vial,1200.0,2025-07-28,2026-09-03,65,8,0.869,11.51,NEAR_EXPIRY,Private Distributor - Kathmandu,Cold_Chain
2026-06-30,BATCH-002478,HOSP-BG-019,MED-042,21,vial,1200.0,2026-06-03,2027-06-27,362,8,0.869,24.16,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-002479,HOSP-BG-019,MED-043,8,vial,3500.0,2025-03-12,2026-11-26,149,7,0.714,11.2,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002480,HOSP-BG-019,MED-043,21,vial,3500.0,2024-10-28,2026-09-06,68,7,0.714,29.4,NEAR_EXPIRY,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002481,HOSP-BG-019,MED-044,17,vial,450.0,2026-06-26,2028-02-12,592,7,0.714,23.8,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002482,HOSP-BG-019,MED-044,19,vial,450.0,2025-04-15,2026-11-08,131,7,0.714,26.6,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002483,HOSP-BG-019,MED-045,12,tablet,15.0,2026-02-27,2028-01-10,559,30,3.0,4.0,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-002484,HOSP-BG-019,MED-045,35,tablet,15.0,2026-01-27,2027-05-31,335,30,3.0,11.67,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002485,HOSP-BG-019,MED-046,13,prefilled,4500.0,2026-05-29,2027-09-15,442,4,0.488,26.63,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-002486,HOSP-BG-019,MED-047,353,sachet,6.0,2026-06-18,2029-03-21,995,412,41.238,8.56,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002487,HOSP-BG-019,MED-047,171,sachet,6.0,2024-04-13,2026-10-11,103,412,41.238,4.15,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002488,HOSP-BG-019,MED-047,310,sachet,6.0,2024-05-22,2026-09-17,79,412,41.238,7.52,LOW_AND_NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-002489,HOSP-BG-019,MED-048,497,bottle,65.0,2026-06-05,2027-11-18,506,139,13.917,35.71,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002490,HOSP-BG-019,MED-049,253,capsule,2.0,2025-08-05,2026-08-14,45,155,15.583,16.24,NEAR_EXPIRY,Provincial Medical Store,Ambient
2026-06-30,BATCH-002491,HOSP-BG-019,MED-049,187,capsule,2.0,2025-12-30,2027-10-18,475,155,15.583,12.0,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002492,HOSP-BG-019,MED-049,214,capsule,2.0,2025-02-06,2026-11-13,136,155,15.583,13.73,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002493,HOSP-BG-019,MED-050,137,vial,120.0,2026-05-28,2027-09-26,453,108,10.893,12.58,OK,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-002494,HOSP-BG-019,MED-050,138,vial,120.0,2025-09-07,2026-09-26,88,108,10.893,12.67,NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-002495,HOSP-BG-019,MED-050,130,vial,120.0,2025-12-10,2026-12-10,163,108,10.893,11.93,OK,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-002496,HOSP-BG-019,MED-051,228,vial,80.0,2026-02-27,2027-03-23,266,109,10.988,20.75,OK,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-002497,HOSP-BG-019,MED-052,583,kit,25.0,2026-06-26,2027-08-15,411,226,22.619,25.77,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002498,HOSP-BG-019,MED-053,292,ampoule,35.0,2025-09-26,2027-06-13,348,161,16.119,18.12,OK,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-002499,HOSP-BG-019,MED-054,80,tablet,20.0,2026-03-29,2027-10-05,462,87,8.798,9.09,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002500,HOSP-BG-019,MED-054,132,tablet,20.0,2026-05-28,2027-12-08,526,87,8.798,15.0,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002501,HOSP-BG-019,MED-055,364,ampoule,18.0,2025-10-21,2027-08-25,421,72,7.298,49.88,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002502,HOSP-BG-019,MED-056,225,ampoule,45.0,2024-12-16,2026-08-25,56,46,4.607,48.84,NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-002503,HOSP-BG-019,MED-057,185,bottle,55.0,2026-02-15,2028-01-11,560,40,4.0,46.25,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002504,HOSP-BG-019,MED-058,53,bottle,90.0,2025-12-04,2027-08-22,418,30,3.012,17.6,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002505,HOSP-BG-019,MED-058,96,bottle,90.0,2025-07-04,2027-01-29,213,30,3.012,31.87,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002506,HOSP-BG-019,MED-059,45,bottle,70.0,2025-08-14,2027-01-12,196,22,2.274,19.79,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002507,HOSP-BG-019,MED-059,23,bottle,70.0,2026-05-03,2027-05-27,331,22,2.274,10.12,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002508,HOSP-BG-019,MED-059,29,bottle,70.0,2025-08-05,2026-12-12,165,22,2.274,12.75,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002509,HOSP-BG-019,MED-060,15,vial,2500.0,2026-05-30,2028-01-10,559,22,2.298,6.53,LOW_STOCK,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-002510,HOSP-BG-019,MED-060,13,vial,2500.0,2025-10-02,2027-03-05,248,22,2.298,5.66,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-002511,HOSP-BG-019,MED-060,17,vial,2500.0,2026-06-03,2028-06-13,714,22,2.298,7.4,LOW_STOCK,Nepal CMS,Cold_Chain
2026-06-30,BATCH-002512,HOSP-BG-019,MED-061,264,ampoule,25.0,2025-05-11,2027-04-07,281,64,6.476,40.76,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002513,HOSP-BG-019,MED-062,61,ampoule,12.0,2025-04-08,2027-03-25,268,40,4.012,15.2,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002514,HOSP-BG-019,MED-062,65,ampoule,12.0,2024-06-07,2027-03-25,268,40,4.012,16.2,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002515,HOSP-BG-019,MED-063,62,vial,850.0,2025-02-12,2026-08-03,34,22,2.298,26.98,NEAR_EXPIRY,DoDA Logistics,Cold_Chain
2026-06-30,BATCH-002516,HOSP-BG-019,MED-064,121,roll,80.0,2026-03-13,2028-12-10,894,227,22.714,5.33,LOW_STOCK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002517,HOSP-BG-019,MED-064,65,roll,80.0,2024-05-23,2027-12-24,542,227,22.714,2.86,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-002518,HOSP-BG-019,MED-064,179,roll,80.0,2025-03-12,2029-12-26,1275,227,22.714,7.88,LOW_STOCK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002519,HOSP-BG-019,MED-065,192,unit,0.0,2026-06-14,2026-07-10,10,48,4.857,39.53,NEAR_EXPIRY,Local Pharmacy Wholesaler,Cold_Chain
2026-06-30,BATCH-002520,HOSP-BG-019,MED-066,106,unit,0.0,2026-06-07,2026-07-04,4,23,2.393,44.3,NEAR_EXPIRY,Provincial Medical Store,Cold_Chain
2026-06-30,BATCH-002521,HOSP-BG-019,MED-067,94,vial,40.0,2025-09-25,2028-01-07,556,126,12.679,7.41,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-002522,HOSP-BG-019,MED-067,70,vial,40.0,2025-01-30,2027-01-19,203,126,12.679,5.52,LOW_STOCK,UNICEF Supply,Ambient
2026-06-30,BATCH-002523,HOSP-BG-019,MED-067,69,vial,40.0,2026-06-28,2029-02-16,962,126,12.679,5.44,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-002524,HOSP-BG-019,MED-068,27,vial,180.0,2025-04-05,2027-02-08,223,51,5.143,5.25,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-002525,HOSP-BG-019,MED-068,45,vial,180.0,2024-05-09,2026-08-12,43,51,5.143,8.75,LOW_AND_NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-002526,HOSP-BG-019,MED-069,37,ampoule,95.0,2024-10-24,2026-08-17,48,60,6.012,6.15,LOW_AND_NEAR_EXPIRY,Nepal CMS,Ambient
2026-06-30,BATCH-002527,HOSP-BG-019,MED-069,51,ampoule,95.0,2026-06-18,2029-01-12,927,60,6.012,8.48,LOW_STOCK,DoDA Logistics,Ambient
2026-06-30,BATCH-002528,HOSP-BG-019,MED-069,49,ampoule,95.0,2026-06-06,2029-03-17,991,60,6.012,8.15,LOW_STOCK,Kanti Central Store,Ambient
2026-06-30,BATCH-002529,HOSP-BG-019,MED-070,181,sachet,120.0,2025-10-23,2027-03-11,254,127,12.798,14.14,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002530,HOSP-BG-019,MED-070,229,sachet,120.0,2025-07-10,2027-04-18,292,127,12.798,17.89,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002531,HOSP-BG-019,MED-071,211,ampoule,150.0,2026-03-29,2027-01-22,206,45,4.583,46.04,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002532,HOSP-BG-019,MED-072,151,vial,650.0,2025-12-21,2026-11-19,142,95,9.524,15.86,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002533,HOSP-BG-019,MED-072,232,vial,650.0,2026-05-14,2028-02-09,589,95,9.524,24.36,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002534,HOSP-KP-001,MED-001,4624,tablet,1.5,2026-06-16,2029-04-06,1011,4335,433.571,10.66,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002535,HOSP-KP-001,MED-001,4050,tablet,1.5,2025-09-06,2027-06-30,365,4335,433.571,9.34,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002536,HOSP-KP-001,MED-001,3464,tablet,1.5,2024-05-23,2026-11-10,133,4335,433.571,7.99,LOW_STOCK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002537,HOSP-KP-001,MED-002,1189,bottle,45.0,2025-07-25,2027-04-22,296,894,89.405,13.3,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002538,HOSP-KP-001,MED-002,1494,bottle,45.0,2025-04-29,2027-02-07,222,894,89.405,16.71,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002539,HOSP-KP-001,MED-002,1248,bottle,45.0,2026-05-20,2027-11-09,497,894,89.405,13.96,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002540,HOSP-KP-001,MED-003,4444,tablet,2.5,2025-10-06,2027-02-12,227,1385,138.548,32.08,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002541,HOSP-KP-001,MED-004,667,ampoule,25.0,2026-04-21,2027-02-27,242,426,42.679,15.63,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002542,HOSP-KP-001,MED-004,297,ampoule,25.0,2025-08-08,2027-01-26,210,426,42.679,6.96,LOW_STOCK,Nepal CMS,Ambient
2026-06-30,BATCH-002543,HOSP-KP-001,MED-004,651,ampoule,25.0,2026-06-11,2028-06-06,707,426,42.679,15.25,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002544,HOSP-KP-001,MED-005,7412,capsule,6.0,2026-06-01,2028-05-31,701,1942,194.238,38.16,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002545,HOSP-KP-001,MED-006,1689,tablet,35.0,2026-05-22,2027-04-13,287,947,94.726,17.83,OK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002546,HOSP-KP-001,MED-006,2962,tablet,35.0,2026-05-26,2027-11-21,509,947,94.726,31.27,OK,Kanti Central Store,Ambient
2026-06-30,BATCH-002547,HOSP-KP-001,MED-007,751,tablet,40.0,2024-11-24,2026-08-23,54,637,63.738,11.78,NEAR_EXPIRY,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002548,HOSP-KP-001,MED-007,516,tablet,40.0,2025-11-12,2026-09-09,71,637,63.738,8.1,LOW_AND_NEAR_EXPIRY,UNICEF Supply,Ambient
2026-06-30,BATCH-002549,HOSP-KP-001,MED-007,1260,tablet,40.0,2026-05-31,2028-02-19,599,637,63.738,19.77,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002550,HOSP-KP-001,MED-008,951,tablet,8.0,2024-03-09,2026-10-15,107,909,90.94,10.46,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002551,HOSP-KP-001,MED-008,525,tablet,8.0,2024-01-15,2026-08-29,60,909,90.94,5.77,LOW_AND_NEAR_EXPIRY,Kanti Central Store,Ambient
2026-06-30,BATCH-002552,HOSP-KP-001,MED-008,1131,tablet,8.0,2025-12-27,2028-02-29,609,909,90.94,12.44,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002553,HOSP-KP-001,MED-009,1982,vial,85.0,2025-07-11,2027-06-09,344,951,95.167,20.83,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002554,HOSP-KP-001,MED-009,427,vial,85.0,2026-06-25,2028-05-15,685,951,95.167,4.49,LOW_STOCK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002555,HOSP-KP-001,MED-009,1240,vial,85.0,2026-02-10,2027-09-16,443,951,95.167,13.03,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002556,HOSP-KP-001,MED-010,2000,tablet,2.0,2026-05-21,2028-08-04,766,1100,110.071,18.17,OK,Private Distributor - Kathmandu,Ambient
2026-06-30,BATCH-002557,HOSP-KP-001,MED-010,1560,tablet,2.0,2026-06-22,2028-05-04,674,1100,110.071,14.17,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002558,HOSP-KP-001,MED-010,1367,tablet,2.0,2026-06-21,2029-05-02,1037,1100,110.071,12.42,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002559,HOSP-KP-001,MED-011,6064,sachet,8.0,2025-06-23,2026-12-13,166,2535,253.536,23.92,OK,UNICEF Supply,Ambient
2026-06-30,BATCH-002560,HOSP-KP-001,MED-011,5477,sachet,8.0,2024-08-04,2027-07-16,381,2535,253.536,21.6,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002561,HOSP-KP-001,MED-012,2409,tablet,1.2,2026-06-24,2028-09-27,820,1835,183.536,13.13,OK,DoDA Logistics,Ambient
2026-06-30,BATCH-002562,HOSP-KP-001,MED-012,1124,tablet,1.2,2025-04-02,2026-09-01,63,1835,183.536,6.12,LOW_AND_NEAR_EXPIRY,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002563,HOSP-KP-001,MED-012,2367,tablet,1.2,2024-11-25,2026-11-01,124,1835,183.536,12.9,OK,Nepal CMS,Ambient
2026-06-30,BATCH-002564,HOSP-KP-001,MED-013,4183,bag,55.0,2025-04-02,2026-12-11,164,1055,105.56,39.63,OK,BPKMCH Pharmacy Store,Ambient
2026-06-30,BATCH-002565,HOSP-KP-001,MED-014,6157,bag,45.0,2026-06-26,2028-02-10,590,1550,155.06,39.71,OK,Provincial Medical Store,Ambient
2026-06-30,BATCH-002566,HOSP-KP-001,MED-015,797,bag,48.0,2026-06-04,2028-04-13,653,866,86.679,9.19,LOW_STOCK,Local Pharmacy Wholesaler,Ambient
2026-06-30,BATCH-002567,HOSP-KP-001,MED-015,1533,bag,48.0,2025-12-12,2027-06-16,351,866,86.679,17.69,OK,DoDA Logistics,Ambient
